day,bitcoin,ethereum,tether,usd-coin,binancecoin,binance-usd,ripple,cardano,solana,dogecoin,polkadot,shiba-inu,staked-ether,avalanche-2,dai,matic-network
2022-07-24,-0.0043919579227468175,-0.0030785818661596465,0.0,0.0,-0.0012962322848255377,0.0,0.0,0.0,-0.0016657412548585126,0.0,-0.003058103975535077,0.001945525291828787,-0.0020822187197245597,0.0019029495718361862,0.0,0.0
2022-07-25,-0.03536074119107038,-0.018343941821068646,0.045454545454545484,0.045454545454545484,0.011869693294056486,0.045454545454545484,0.0,-0.043478260869565244,-0.018930957683741746,0.0,-0.012269938650306714,0.0,-0.01931850996246038,-0.05128205128205109,0.045454545454545484,-0.02564102564102557
2022-07-26,-0.03998365374560387,-0.035863709097315004,0.043478260869565244,0.043478260869565244,0.005449826989619275,0.043478260869565244,0.0,0.0,-0.03108808290155441,0.0,-0.012578616352201224,-0.009960159362549766,-0.03762982888739455,-0.03947368421052629,0.043478260869565244,-0.05405405405405409
2022-07-27,0.07478343288437823,0.07075204651518634,-0.08333333333333338,-0.08333333333333338,0.0188662991040662,-0.08333333333333338,0.0,0.0,0.026897788404064496,0.0,0.006349206349206331,0.004008016032064114,0.06977686362503131,0.07324840764331204,-0.08333333333333338,0.08571428571428587
2022-07-28,0.04580903919719897,0.038646927181958855,-0.045454545454545484,-0.045454545454545484,-0.01731748726655357,-0.045454545454545484,-0.06249999999999993,-0.045454545454545484,0.017888055395268318,0.0,0.047169811320754845,0.008097165991903016,0.025357085540041572,0.0009920634920634085,-0.045454545454545484,0.052631578947368446
2022-07-29,0.005462754102108119,-0.004651355380113785,0.0,0.0,0.07047356163201933,0.0,-0.06249999999999993,0.0,-0.0005656108597285819,0.0,0.039274924471299065,-0.018000000000000144,-0.0044367584730746,0.0208333333333333,0.0,0.0
2022-07-30,0.027233387817698115,-0.023790048661463104,-0.023809523809523746,-0.023809523809523746,-0.02611218568665388,-0.023809523809523746,0.0666666666666666,0.0,0.06906392694063927,0.0,0.02906976744186038,0.030549898167006217,-0.02368480983830561,0.01463414634146324,-0.023809523809523746,0.0
2022-07-31,-0.022708128945308208,0.018248382336246954,0.0,0.0,0.00905498847546913,0.0,0.0,0.0,-0.021901709401709414,0.0,0.06818181818181815,0.0,0.013109914915784048,-0.0009680542110359464,0.0,0.025641025641025744
2022-08-01,-0.03948002652344224,-0.01676217963839206,0.04761904761904765,0.04761904761904765,0.00172683167502674,0.04761904761904765,0.0,0.0,-0.02723311546840954,0.0,-0.06332453825857516,0.021782178217821708,-0.015665239104762245,-0.026086956521739035,0.04761904761904765,-0.0250000000000001
2022-08-02,0.006163636157792538,0.00970200970200959,-0.022727272727272665,-0.022727272727272665,0.020262510254306868,-0.022727272727272665,0.0,0.0,0.004466778336125057,0.0,-0.030812324929971976,-0.0019379844961240245,0.006320947562230973,0.002970297029702935,-0.022727272727272665,-0.02564102564102557
2022-08-03,0.02181554192566049,-0.007002801120448185,0.0,0.0,0.0404145910332637,0.0,0.0,0.0,-0.04459308807134894,0.0,0.028901734104046162,-0.003883495145631055,-0.008602860918021519,0.015888778550148912,0.0,0.026315789473684136
2022-08-04,-0.03779520125333353,0.004763187366212402,0.023255813953488306,0.023255813953488306,0.04279854500425661,0.023255813953488306,0.0,0.0,-0.0023378141437756265,0.0,-0.005602240896358528,0.015624999999999946,0.0023831320749233107,0.004887585532746836,0.023255813953488306,0.025641025641025744
2022-08-05,0.013696349711716653,0.030871345855105318,-0.02222222222222231,-0.02222222222222231,-0.002254709433413449,0.0,0.0,0.0,0.015789473684210593,0.0,0.047887323943661915,0.003838771593090198,0.023120548859202502,0.02327837051406395,-0.02222222222222231,-0.0250000000000001
2022-08-06,0.01141651152255933,0.007719585379159808,-0.022727272727272665,-0.022727272727272665,0.010794252789730915,-0.022727272727272665,0.0,0.0,0.006310958118187,0.0,0.00537634408602149,-0.0057361376673039964,0.009134934417665505,0.08909952606635083,-0.022727272727272665,0.025641025641025744
2022-08-07,0.0010568975382431664,-0.005098383934005035,0.0,0.0,0.010612007559238284,0.0,0.0,0.0,-0.0022766078542971525,0.0,0.016129032258064616,0.0019267822736030763,-0.007349132802329293,0.050610820244327996,0.0,0.0
2022-08-08,0.03368938278574923,0.0037305333984480635,-0.023255813953488465,-0.023255813953488465,-0.02362148190694999,-0.023255813953488465,0.0,0.0,0.007972665148063851,0.0,0.02380952380952367,-0.007692307692307667,0.004935528776523252,-0.004987531172069947,-0.023255813953488465,-0.0250000000000001
2022-08-09,-0.03724634258490435,-0.022399978526084146,0.023809523809523905,0.023809523809523905,0.017763157894736856,0.023809523809523905,0.0,0.0,-0.020281690140845073,0.0,-0.01804123711340208,-0.03094777562862659,-0.018053255014406504,-0.006683375104427717,0.023809523809523905,-0.02564102564102557
2022-08-10,0.020268761457328994,0.04927730265854257,-0.023255813953488465,-0.023255813953488465,0.0009372746935832101,-0.023255813953488465,0.0,0.0,0.007462686567164174,0.0,0.05789473684210524,0.04868154158215015,0.05052509247580038,0.02102607232968887,-0.023255813953488465,0.026315789473684136
2022-08-11,0.021667304060594247,0.013748604367356535,-0.023809523809523746,-0.023809523809523746,-0.02321544803645043,-0.023809523809523746,0.0,0.0,0.02515723270440263,0.0,-0.0495049504950495,-0.011583011583011544,0.02130329195898539,-0.018092105263157975,-0.023809523809523746,-0.02564102564102557
