day,bitcoin,ethereum,tether,usd-coin,binancecoin,binance-usd,ripple,cardano,solana,dogecoin,polkadot,shiba-inu,staked-ether,dai,matic-network,tron
2022-07-31,1.0,-0.47590126712050473,-0.0,-0.0,0.7520329057117794,-0.0,-0.0,-0.0,3.3748494811691283,-0.0,-14.894746442414801,-0.0,0.4747083171297007,-0.0,-0.0,-0.0
2022-08-01,1.0,0.42457366710326555,-1.2061554110348094,-1.2061554110348094,-0.04373937474437589,-1.2061554110348094,-0.0,-0.0,0.6897947612127161,-0.0,1.6039639239090848,-0.551726534552554,0.39678897113862427,-1.2061554110348094,0.633231590793277,-0.0
2022-08-02,1.0,1.5740724231010248,-3.687315757361686,-3.687315757361686,3.2874280271539815,-3.687315757361686,0.0,0.0,0.7246985743111743,0.0,-4.9990499343503085,-0.3144222738835544,1.0255225000975359,-3.687315757361686,-4.1600485467670305,0.0
2022-08-03,1.0,-0.3210005575067174,0.0,0.0,1.8525595729403408,0.0,0.0,0.0,-2.044097195628058,0.0,1.3248231101722279,-0.17801506645420992,-0.39434550593961726,0.0,1.2062863055778705,0.0
2022-08-04,1.0,-0.12602624693769265,-0.6153112877375444,-0.6153112877375444,-1.1323803971140858,-0.6153112877375444,-0.0,-0.0,0.061854787545798075,-0.0,0.14822624858663536,-0.4134122714486624,-0.06305382683239764,-0.6153112877375444,-0.6784201377619126,-0.0
2022-08-05,1.0,2.253983470405708,-1.6224923202137669,-1.6224923202137669,-0.1646211933012078,0.0,0.0,0.0,1.1528234906782031,0.0,3.4963566900380996,0.2802769842979615,1.6880810833432387,-1.6224923202137669,-1.8253038602404879,0.0
2022-08-06,1.0,0.6761772511599277,-1.9907370725604727,-1.9907370725604727,0.9454948447606947,-1.9907370725604727,0.0,0.0,0.5527921647270604,0.0,0.4709270494229075,-0.5024422439349565,0.8001511144288369,-1.9907370725604727,2.245959774170805,0.0
2022-08-07,1.0,-4.823915043344553,0.0,0.0,10.040715561584285,0.0,0.0,0.0,-2.154047835215376,0.0,15.26073405836027,1.8230549356807855,-6.953495997866954,0.0,0.0,0.0
2022-08-08,1.0,0.1107332070217118,-0.6903009800264368,-0.6903009800264368,-0.7011550807319031,-0.6903009800264368,0.0,0.0,0.23665215830063607,0.0,0.7067367176461069,-0.22833032416258897,0.1465010151094547,-0.6903009800264368,-0.7420735535284195,0.0
2022-08-09,1.0,0.6014007543162824,-0.6392446118769718,-0.6392446118769718,-0.47691012491347606,-0.6392446118769718,-0.0,-0.0,0.5445283679763254,-0.0,0.48437607188615756,0.830894350447431,0.4846987317816098,-0.6392446118769718,0.6884172743290419,-0.0
2022-08-10,1.0,2.431194563233875,-1.1473722260952153,-1.1473722260952153,0.04624232692048879,-1.1473722260952153,0.0,0.0,0.3681866098663733,0.0,2.8563529628580757,2.4018014955989018,2.4927567765878944,-1.1473722260952153,1.2983422558445767,0.0
2022-08-11,1.0,0.6345323040147278,-1.0988687721803607,-1.0988687721803607,-1.0714506969361155,-1.0988687721803607,0.0,0.0,1.1610688913603897,0.0,-2.284776655028479,-0.5345848080877428,0.9831999356915438,-1.0988687721803607,-1.1833971392711577,0.0
2022-08-12,1.0,6.0813975835643115,0.0,0.0,-2.2541475250640914,0.0,0.0,0.0,2.734192579382531,0.0,5.093410176449896,2.8613272148830475,6.335176486065405,0.0,0.0,0.0
2022-08-13,1.0,1.821000292562663,0.0,0.0,-0.7796008056719642,0.0,0.0,4.583562079501432,3.4451285478248335,0.0,-0.777673771843435,-0.3893373194943286,2.329255064999016,0.0,10.614564815687508,0.0
2022-08-14,1.0,2.5889613855618214,-0.0,-0.0,1.3817869804815852,-0.0,-0.0,-0.0,3.391090672701866,-0.0,4.754225202391643,-41.53143151981933,2.990030459261317,-0.0,-0.0,-0.0
2022-08-15,1.0,1.5073780913331076,-0.0,-0.0,-0.7911942437030894,-0.0,8.667532939767288,-0.0,2.7601826252513337,-0.0,1.1274839596445334,5.426629318810832,1.5263805104766845,-0.0,3.38245187893357,-0.0
2022-08-16,1.0,0.4250177336287894,-0.0,-0.0,0.4641024835270905,-0.0,-0.0,-0.0,1.119296033393373,-31.001108318834795,-0.5082148904727002,-2.1201365871543483,0.660713742925088,-0.0,2.3250831239126195,-0.0
2022-08-17,1.0,-0.33906078897575237,-1.3807080151967805,-1.3807080151967805,-0.07036521964297401,-1.3807080151967805,-0.0,2.4162390265943574,1.1900278733309948,-0.0,1.4105611614713,1.1184964040021401,-0.4104553267008702,-0.0,-0.0,-0.0
2022-08-18,1.0,-17.741805472653052,-0.0,-0.0,20.510888339635024,-0.0,-0.0,-0.0,7.739582352358976,308.17609730301655,10.215782231039288,91.51896222938076,-15.530411674833989,-0.0,31.60780485159136,-0.0
2022-08-19,1.0,0.07742348273925653,-1.0944177081757025,-1.0944177081757025,-0.3448047175585117,-1.0944177081757025,-0.0,0.511521320125601,0.04040637789200607,-0.0,0.26217248719529324,-0.38510606752500287,0.0836484639310103,-1.0944177081757025,0.3096050095497069,-0.0
2022-08-20,1.0,7.156189440776884,-0.0,-0.0,1.136174573776337,-0.0,-0.0,5.414178482068437,4.095539023685,-0.0,3.0454753961634946,5.465578910695666,7.455438965095083,-0.0,3.219241259608249,-0.0
2022-08-21,1.0,0.5219674958092224,-0.893883692114979,-0.893883692114979,1.7771698286394841,-0.893883692114979,0.0,2.043162724834231,1.3041464201069528,0.0,0.7571720686150357,1.2096336530113132,0.5841271437901095,-0.893883692114979,1.1596328978788917,0.0
